time_step,clock_time,agent_id,agent_name,urgency_level,urgency_score,safety_assessment,fire_proximity,smoke_proximity
385,12:16,1,Klaus Mueller,critical,0.96,critical_danger,1,
386,12:17,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
386,12:17,1,Klaus Mueller,critical,0.96,critical_danger,1,
387,12:18,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
387,12:18,1,Klaus Mueller,critical,0.96,critical_danger,1,
388,12:18,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
388,12:18,1,Klaus Mueller,critical,0.96,critical_danger,1,
389,12:19,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
389,12:19,1,Klaus Mueller,critical,0.96,critical_danger,1,
390,12:20,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
390,12:20,1,Klaus Mueller,critical,0.96,critical_danger,1,
391,12:20,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
391,12:20,1,Klaus Mueller,critical,0.96,critical_danger,1,
392,12:21,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
392,12:21,1,Klaus Mueller,critical,0.96,critical_danger,1,
393,12:22,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
393,12:22,1,Klaus Mueller,critical,0.96,critical_danger,1,
394,12:22,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
394,12:22,1,Klaus Mueller,critical,0.96,critical_danger,1,
395,12:23,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
395,12:23,1,Klaus Mueller,critical,0.96,critical_danger,1,
396,12:24,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
396,12:24,1,Klaus Mueller,critical,0.96,critical_danger,1,
397,12:24,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
397,12:24,1,Klaus Mueller,critical,0.96,critical_danger,1,
398,12:25,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
398,12:25,1,Klaus Mueller,critical,0.96,critical_danger,1,
399,12:26,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
399,12:26,1,Klaus Mueller,critical,0.96,critical_danger,1,
400,12:26,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
400,12:26,1,Klaus Mueller,critical,0.96,critical_danger,1,
401,12:27,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
401,12:27,1,Klaus Mueller,critical,0.96,critical_danger,1,
402,12:28,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
402,12:28,1,Klaus Mueller,critical,0.96,critical_danger,1,
403,12:28,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
403,12:28,1,Klaus Mueller,critical,0.96,critical_danger,1,
404,12:29,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
404,12:29,1,Klaus Mueller,critical,0.96,critical_danger,1,
405,12:30,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
405,12:30,1,Klaus Mueller,critical,0.96,critical_danger,1,
406,12:30,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
406,12:30,1,Klaus Mueller,critical,0.96,critical_danger,1,
407,12:31,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
407,12:31,1,Klaus Mueller,critical,0.96,critical_danger,1,
408,12:32,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
408,12:32,1,Klaus Mueller,critical,0.96,critical_danger,1,
409,12:32,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
409,12:32,1,Klaus Mueller,critical,0.96,critical_danger,1,
410,12:33,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
410,12:33,1,Klaus Mueller,critical,0.96,critical_danger,1,
411,12:34,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
411,12:34,1,Klaus Mueller,critical,0.96,critical_danger,1,
412,12:34,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
412,12:34,1,Klaus Mueller,critical,0.96,critical_danger,1,
413,12:35,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
413,12:35,1,Klaus Mueller,critical,0.96,critical_danger,1,
414,12:36,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
414,12:36,1,Klaus Mueller,critical,0.96,critical_danger,1,
415,12:36,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
415,12:36,1,Klaus Mueller,critical,0.96,critical_danger,1,
416,12:37,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
416,12:37,1,Klaus Mueller,critical,0.96,critical_danger,1,
417,12:38,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
417,12:38,1,Klaus Mueller,critical,0.96,critical_danger,1,
418,12:38,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
418,12:38,1,Klaus Mueller,critical,0.96,critical_danger,1,
419,12:39,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
419,12:39,1,Klaus Mueller,critical,0.96,critical_danger,1,
420,12:40,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
420,12:40,1,Klaus Mueller,critical,0.96,critical_danger,1,
421,12:40,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
421,12:40,1,Klaus Mueller,critical,0.96,critical_danger,1,
422,12:41,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
422,12:41,1,Klaus Mueller,critical,0.96,critical_danger,1,
423,12:42,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
423,12:42,1,Klaus Mueller,critical,0.96,critical_danger,1,
424,12:42,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
424,12:42,1,Klaus Mueller,critical,0.96,critical_danger,1,
425,12:43,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
425,12:43,1,Klaus Mueller,critical,0.96,critical_danger,1,
426,12:44,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
426,12:44,1,Klaus Mueller,critical,0.96,critical_danger,1,
427,12:44,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
427,12:44,1,Klaus Mueller,critical,0.96,critical_danger,1,
428,12:45,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
428,12:45,1,Klaus Mueller,critical,0.96,critical_danger,1,
429,12:46,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
429,12:46,1,Klaus Mueller,critical,0.96,critical_danger,1,
430,12:46,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
430,12:46,1,Klaus Mueller,critical,0.96,critical_danger,1,
431,12:47,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
431,12:47,1,Klaus Mueller,critical,0.96,critical_danger,1,
432,12:48,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
432,12:48,1,Klaus Mueller,critical,0.96,critical_danger,1,
433,12:48,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
433,12:48,1,Klaus Mueller,critical,0.96,critical_danger,1,
434,12:49,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
434,12:49,1,Klaus Mueller,critical,0.96,critical_danger,1,
435,12:50,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
435,12:50,1,Klaus Mueller,critical,0.96,critical_danger,1,
436,12:50,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
436,12:50,1,Klaus Mueller,critical,0.96,critical_danger,1,
437,12:51,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
437,12:51,1,Klaus Mueller,critical,0.96,critical_danger,1,
438,12:52,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
438,12:52,1,Klaus Mueller,critical,0.96,critical_danger,1,
439,12:52,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
439,12:52,1,Klaus Mueller,critical,0.96,critical_danger,1,
440,12:53,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
440,12:53,1,Klaus Mueller,critical,0.96,critical_danger,1,
441,12:54,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
441,12:54,1,Klaus Mueller,critical,0.96,critical_danger,1,
442,12:54,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
442,12:54,1,Klaus Mueller,critical,0.96,critical_danger,1,
443,12:55,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
443,12:55,1,Klaus Mueller,critical,0.96,critical_danger,1,
444,12:56,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
444,12:56,1,Klaus Mueller,critical,0.96,critical_danger,1,
445,12:56,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
445,12:56,1,Klaus Mueller,critical,0.96,critical_danger,1,
446,12:57,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
446,12:57,1,Klaus Mueller,critical,0.96,critical_danger,1,
447,12:58,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
447,12:58,1,Klaus Mueller,critical,0.96,critical_danger,1,
448,12:58,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
448,12:58,1,Klaus Mueller,critical,0.96,critical_danger,1,
449,12:59,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
449,12:59,1,Klaus Mueller,critical,0.96,critical_danger,1,
450,13:00,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
450,13:00,1,Klaus Mueller,critical,0.96,critical_danger,1,
451,13:00,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
451,13:00,1,Klaus Mueller,critical,0.96,critical_danger,1,
452,13:01,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
452,13:01,1,Klaus Mueller,critical,0.96,critical_danger,1,
453,13:02,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
453,13:02,1,Klaus Mueller,critical,0.96,critical_danger,1,
454,13:02,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
454,13:02,1,Klaus Mueller,critical,0.96,critical_danger,1,
455,13:03,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
455,13:03,1,Klaus Mueller,critical,0.96,critical_danger,1,
456,13:04,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
456,13:04,1,Klaus Mueller,critical,0.96,critical_danger,1,
457,13:04,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
457,13:04,1,Klaus Mueller,critical,0.96,critical_danger,1,
458,13:05,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
458,13:05,1,Klaus Mueller,critical,0.96,critical_danger,1,
459,13:06,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
459,13:06,1,Klaus Mueller,critical,0.96,critical_danger,1,
460,13:06,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
460,13:06,1,Klaus Mueller,critical,0.96,critical_danger,1,
461,13:07,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
461,13:07,1,Klaus Mueller,critical,0.96,critical_danger,1,
462,13:08,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
462,13:08,1,Klaus Mueller,critical,0.96,critical_danger,1,
463,13:08,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
463,13:08,1,Klaus Mueller,critical,0.96,critical_danger,1,
464,13:09,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
464,13:09,1,Klaus Mueller,critical,0.96,critical_danger,1,
465,13:10,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
465,13:10,1,Klaus Mueller,critical,0.96,critical_danger,1,
466,13:10,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
466,13:10,1,Klaus Mueller,critical,0.96,critical_danger,1,
467,13:11,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
467,13:11,1,Klaus Mueller,critical,0.96,critical_danger,1,
468,13:12,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
468,13:12,1,Klaus Mueller,critical,0.96,critical_danger,1,
469,13:12,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
469,13:12,1,Klaus Mueller,critical,0.96,critical_danger,1,
470,13:13,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
470,13:13,1,Klaus Mueller,critical,0.96,critical_danger,1,
471,13:14,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
471,13:14,1,Klaus Mueller,critical,0.96,critical_danger,1,
472,13:14,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
472,13:14,1,Klaus Mueller,critical,0.96,critical_danger,1,
473,13:15,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
473,13:15,1,Klaus Mueller,critical,0.96,critical_danger,1,
474,13:16,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
474,13:16,1,Klaus Mueller,critical,0.96,critical_danger,1,
475,13:16,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
475,13:16,1,Klaus Mueller,critical,0.96,critical_danger,1,
476,13:17,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
476,13:17,1,Klaus Mueller,critical,0.96,critical_danger,1,
477,13:18,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
477,13:18,1,Klaus Mueller,critical,0.96,critical_danger,1,
478,13:18,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
478,13:18,1,Klaus Mueller,critical,0.96,critical_danger,1,
479,13:19,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
479,13:19,1,Klaus Mueller,critical,0.96,critical_danger,1,
480,13:20,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
480,13:20,1,Klaus Mueller,critical,0.96,critical_danger,1,
481,13:20,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
481,13:20,1,Klaus Mueller,critical,0.96,critical_danger,1,
482,13:21,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
482,13:21,1,Klaus Mueller,critical,0.96,critical_danger,1,
483,13:22,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
483,13:22,1,Klaus Mueller,critical,0.96,critical_danger,1,
484,13:22,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
484,13:22,1,Klaus Mueller,critical,0.96,critical_danger,1,
485,13:23,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
485,13:23,1,Klaus Mueller,critical,0.96,critical_danger,1,
486,13:24,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
486,13:24,1,Klaus Mueller,critical,0.96,critical_danger,1,
487,13:24,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
487,13:24,1,Klaus Mueller,critical,0.96,critical_danger,1,
488,13:25,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
488,13:25,1,Klaus Mueller,critical,0.96,critical_danger,1,
489,13:26,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
489,13:26,1,Klaus Mueller,critical,0.96,critical_danger,1,
490,13:26,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
490,13:26,1,Klaus Mueller,critical,0.96,critical_danger,1,
491,13:27,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
491,13:27,1,Klaus Mueller,critical,0.96,critical_danger,1,
492,13:28,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
492,13:28,1,Klaus Mueller,critical,0.96,critical_danger,1,
493,13:28,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
493,13:28,1,Klaus Mueller,critical,0.96,critical_danger,1,
494,13:29,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
494,13:29,1,Klaus Mueller,critical,0.96,critical_danger,1,
495,13:30,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
495,13:30,1,Klaus Mueller,critical,0.96,critical_danger,1,
496,13:30,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
496,13:30,1,Klaus Mueller,critical,0.96,critical_danger,1,
497,13:31,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
497,13:31,1,Klaus Mueller,critical,0.96,critical_danger,1,
498,13:32,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
498,13:32,1,Klaus Mueller,critical,0.96,critical_danger,1,
499,13:32,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
499,13:32,1,Klaus Mueller,critical,0.96,critical_danger,1,
500,13:33,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
500,13:33,1,Klaus Mueller,critical,0.96,critical_danger,1,
501,13:34,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
501,13:34,1,Klaus Mueller,critical,0.96,critical_danger,1,
502,13:34,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
502,13:34,1,Klaus Mueller,critical,0.96,critical_danger,1,
503,13:35,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
503,13:35,1,Klaus Mueller,critical,0.96,critical_danger,1,
504,13:36,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
504,13:36,1,Klaus Mueller,critical,0.96,critical_danger,1,
505,13:36,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
505,13:36,1,Klaus Mueller,critical,0.96,critical_danger,1,
506,13:37,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
506,13:37,1,Klaus Mueller,critical,0.96,critical_danger,1,
507,13:38,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
507,13:38,1,Klaus Mueller,critical,0.96,critical_danger,1,
508,13:38,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
508,13:38,1,Klaus Mueller,critical,0.96,critical_danger,1,
509,13:39,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
509,13:39,1,Klaus Mueller,critical,0.96,critical_danger,1,
510,13:40,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
510,13:40,1,Klaus Mueller,critical,0.96,critical_danger,1,
511,13:40,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
511,13:40,1,Klaus Mueller,critical,0.96,critical_danger,1,
512,13:41,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
512,13:41,1,Klaus Mueller,critical,0.96,critical_danger,1,
513,13:42,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
513,13:42,1,Klaus Mueller,critical,0.96,critical_danger,1,
514,13:42,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
514,13:42,1,Klaus Mueller,critical,0.96,critical_danger,1,
515,13:43,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
515,13:43,1,Klaus Mueller,critical,0.96,critical_danger,1,
516,13:44,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
516,13:44,1,Klaus Mueller,critical,0.96,critical_danger,1,
517,13:44,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
517,13:44,1,Klaus Mueller,critical,0.96,critical_danger,1,
518,13:45,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
518,13:45,1,Klaus Mueller,critical,0.96,critical_danger,1,
519,13:46,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
519,13:46,1,Klaus Mueller,critical,0.96,critical_danger,1,
520,13:46,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
520,13:46,1,Klaus Mueller,critical,0.96,critical_danger,1,
521,13:47,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
521,13:47,1,Klaus Mueller,critical,0.96,critical_danger,1,
522,13:48,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
522,13:48,1,Klaus Mueller,critical,0.96,critical_danger,1,
523,13:48,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
523,13:48,1,Klaus Mueller,critical,0.96,critical_danger,1,
524,13:49,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
524,13:49,1,Klaus Mueller,critical,0.96,critical_danger,1,
525,13:50,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
525,13:50,1,Klaus Mueller,critical,0.96,critical_danger,1,
526,13:50,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
526,13:50,1,Klaus Mueller,critical,0.96,critical_danger,1,
527,13:51,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
527,13:51,1,Klaus Mueller,critical,0.96,critical_danger,1,
528,13:52,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
528,13:52,1,Klaus Mueller,critical,0.96,critical_danger,1,
529,13:52,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
529,13:52,1,Klaus Mueller,critical,0.96,critical_danger,1,
530,13:53,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
530,13:53,1,Klaus Mueller,critical,0.96,critical_danger,1,
531,13:54,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
531,13:54,1,Klaus Mueller,critical,0.96,critical_danger,1,
532,13:54,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
532,13:54,1,Klaus Mueller,critical,0.96,critical_danger,1,
533,13:55,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
533,13:55,1,Klaus Mueller,critical,0.96,critical_danger,1,
534,13:56,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
534,13:56,1,Klaus Mueller,critical,0.96,critical_danger,1,
535,13:56,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
535,13:56,1,Klaus Mueller,critical,0.96,critical_danger,1,
536,13:57,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
536,13:57,1,Klaus Mueller,critical,0.96,critical_danger,1,
537,13:58,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
537,13:58,1,Klaus Mueller,critical,0.96,critical_danger,1,
538,13:58,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
538,13:58,1,Klaus Mueller,critical,0.96,critical_danger,1,
539,13:59,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
539,13:59,1,Klaus Mueller,critical,0.96,critical_danger,1,
540,14:00,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
540,14:00,1,Klaus Mueller,critical,0.96,critical_danger,1,
541,14:00,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
541,14:00,1,Klaus Mueller,critical,0.96,critical_danger,1,
542,14:01,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
542,14:01,1,Klaus Mueller,critical,0.96,critical_danger,1,
543,14:02,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
543,14:02,1,Klaus Mueller,critical,0.96,critical_danger,1,
544,14:02,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
544,14:02,1,Klaus Mueller,critical,0.96,critical_danger,1,
545,14:03,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
545,14:03,1,Klaus Mueller,critical,0.96,critical_danger,1,
546,14:04,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
546,14:04,1,Klaus Mueller,critical,0.96,critical_danger,1,
547,14:04,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
547,14:04,1,Klaus Mueller,critical,0.96,critical_danger,1,
548,14:05,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
548,14:05,1,Klaus Mueller,critical,0.96,critical_danger,1,
549,14:06,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
549,14:06,1,Klaus Mueller,critical,0.96,critical_danger,1,
550,14:06,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
550,14:06,1,Klaus Mueller,critical,0.96,critical_danger,1,
551,14:07,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
551,14:07,1,Klaus Mueller,critical,0.96,critical_danger,1,
552,14:08,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
552,14:08,1,Klaus Mueller,critical,0.96,critical_danger,1,
553,14:08,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
553,14:08,1,Klaus Mueller,critical,0.96,critical_danger,1,
554,14:09,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
554,14:09,1,Klaus Mueller,critical,0.96,critical_danger,1,
555,14:10,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
555,14:10,1,Klaus Mueller,critical,0.96,critical_danger,1,
556,14:10,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
556,14:10,1,Klaus Mueller,critical,0.96,critical_danger,1,
557,14:11,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
557,14:11,1,Klaus Mueller,critical,0.96,critical_danger,1,
558,14:12,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
558,14:12,1,Klaus Mueller,critical,0.96,critical_danger,1,
559,14:12,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
559,14:12,1,Klaus Mueller,critical,0.96,critical_danger,1,
560,14:13,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
560,14:13,1,Klaus Mueller,critical,0.96,critical_danger,1,
561,14:14,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
561,14:14,1,Klaus Mueller,critical,0.96,critical_danger,1,
562,14:14,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
562,14:14,1,Klaus Mueller,critical,0.96,critical_danger,1,
563,14:15,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
563,14:15,1,Klaus Mueller,critical,0.96,critical_danger,1,
564,14:16,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
564,14:16,1,Klaus Mueller,critical,0.96,critical_danger,1,
565,14:16,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
565,14:16,1,Klaus Mueller,critical,0.96,critical_danger,1,
566,14:17,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
566,14:17,1,Klaus Mueller,critical,0.96,critical_danger,1,
567,14:18,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
567,14:18,1,Klaus Mueller,critical,0.96,critical_danger,1,
568,14:18,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
568,14:18,1,Klaus Mueller,critical,0.96,critical_danger,1,
569,14:19,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
569,14:19,1,Klaus Mueller,critical,0.96,critical_danger,1,
570,14:20,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
570,14:20,1,Klaus Mueller,critical,0.96,critical_danger,1,
571,14:20,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
571,14:20,1,Klaus Mueller,critical,0.96,critical_danger,1,
572,14:21,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
572,14:21,1,Klaus Mueller,critical,0.96,critical_danger,1,
573,14:22,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
573,14:22,1,Klaus Mueller,critical,0.96,critical_danger,1,
574,14:22,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
574,14:22,1,Klaus Mueller,critical,0.96,critical_danger,1,
575,14:23,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
575,14:23,1,Klaus Mueller,critical,0.96,critical_danger,1,
576,14:24,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
576,14:24,1,Klaus Mueller,critical,0.96,critical_danger,1,
577,14:24,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
577,14:24,1,Klaus Mueller,critical,0.96,critical_danger,1,
578,14:25,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
578,14:25,1,Klaus Mueller,critical,0.96,critical_danger,1,
579,14:26,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
579,14:26,1,Klaus Mueller,critical,0.96,critical_danger,1,
580,14:26,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
580,14:26,1,Klaus Mueller,critical,0.96,critical_danger,1,
581,14:27,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
