"date","userId","taskOrder","historyLength","yearOfBirth","gender","education","dominantHand","drivingSide","sightImpairment","clientWidth","clientHeight","screenWidth","screenHeight","colorDepth","platform","language","browserInfo"
"25/01/2022/11:09:36",97787574,"38_41_49_03_17_47_19_40_14_02_42_13_53_08_36_24_60_31_39_01_23_62_16_61_18_",2,1973,"man","Bc.","right","right",NA,1920,1089,1920,1200,24,"Win32","sk","Mozilla/5.0 (Windows NT 10.0 Win64 x64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/97.0.4692.99 Safari/537.36 Edg/97.0.1072.69"
"25/01/2022/11:57:24",77932061,"06_63_20_33_42_05_09_46_26_14_37_47_43_13_32_50_22_55_44_58_36_03_23_25_31_",3,2000,"man","secondary education","left","right",NA,1440,739,1440,900,24,"MacIntel","en-GB","Mozilla/5.0 (Macintosh Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML like Gecko) Version/15.2 Safari/605.1.15"
"25/01/2022/12:05:44",53816686,"48_61_32_12_39_63_43_02_33_35_34_21_59_38_17_22_19_08_44_07_47_29_53_09_50_",2,1991,"woman","Mgr.","right","right","none",2560,1329,2560,1440,24,"MacIntel","en-GB","Mozilla/5.0 (Macintosh Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML like Gecko) Chrome/97.0.4692.99 Safari/537.36"
"25/01/2022/13:22:51",40141783,"07_55_47_27_19_53_61_26_24_03_21_40_57_48_42_14_05_17_30_15_12_44_35_33_18_",2,1970,"woman","PhD.","right","right",NA,1366,625,1366,768,24,"Win32","en-US","Mozilla/5.0 (Windows NT 10.0 Win64 x64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/97.0.4692.71 Safari/537.36"
"25/01/2022/13:52:14",68301700,"06_20_56_53_49_61_02_45_01_34_60_55_52_59_31_14_41_09_16_27_03_12_50_54_35_",2,1995,"man","Mgr.","right","right",NA,1920,1047,1920,1200,24,"Win32","en-US","Mozilla/5.0 (Windows NT 10.0 Win64 x64 rv:96.0) Gecko/20100101 Firefox/96.0"
"25/01/2022/13:59:58",28317608,"32_34_07_43_40_26_25_63_19_14_58_44_46_02_20_13_59_62_10_11_18_47_31_60_29_",2,1981,"man","Mgr.","right","right",NA,1366,653,1366,768,24,"Win32","en-US","Mozilla/5.0 (Windows NT 10.0 Win64 x64 rv:96.0) Gecko/20100101 Firefox/96.0"
"25/01/2022/14:43:43",79301977,"18_26_27_11_04_17_39_10_12_33_23_34_63_55_46_14_62_56_22_02_07_52_40_35_44_",2,1993,"man","Mgr.","right","right","I have troubles with my right eye seeing into the distance. but I wear glasses/contacts.",1366,658,1366,768,24,"Win32","sk-SK","Mozilla/5.0 (Windows NT 6.3 WOW64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/96.0.4664.110 Safari/537.36 OPR/82.0.4227.58"
"25/01/2022/14:56:32",55499788,"10_46_36_48_21_63_02_17_58_59_30_14_43_12_31_55_18_61_29_04_15_20_28_45_08_",2,1987,"woman","Mgr.","right","right",NA,1366,625,1366,768,24,"Win32","sk-SK","Mozilla/5.0 (Windows NT 6.1 Win64 x64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/97.0.4692.99 Safari/537.36"
"25/01/2022/15:41:00",6017211,"32_41_56_11_52_37_58_57_04_03_30_29_61_55_50_06_13_47_54_20_09_25_60_39_14_",2,1997,"woman","Mgr.","right","right","Shortsighted. Astigmatism. Night-blindness",1536,754,1536,864,24,"Win32","sk-SK","Mozilla/5.0 (Windows NT 10.0 Win64 x64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/97.0.4692.71 Safari/537.36"
"25/01/2022/15:51:30",73909260,"08_23_21_61_31_51_48_43_38_49_29_16_45_33_14_58_28_40_10_47_41_44_17_20_11_",2,1997,"woman","Bc.","right","right","shortsightness",1280,609,1280,720,24,"Win32","cs-CZ","Mozilla/5.0 (Windows NT 10.0 Win64 x64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/97.0.4692.71 Safari/537.36"
"25/01/2022/17:02:57",43095025,"25_10_50_20_38_51_62_43_05_21_04_16_06_61_18_58_40_09_44_60_52_37_32_33_55_",3,2003,"woman","secondary education","right","right",NA,1920,955,1920,1080,24,"Win32","nl","Mozilla/5.0 (Windows NT 10.0 Win64 x64 rv:96.0) Gecko/20100101 Firefox/96.0"
"25/01/2022/17:33:58",3047992,"25_56_58_36_08_37_53_14_43_41_10_59_47_02_09_50_27_55_19_51_60_38_24_46_23_",2,2003,"woman","secondary education","right","right",NA,1536,754,1536,864,24,"Win32","sk","Mozilla/5.0 (Windows NT 10.0 Win64 x64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/97.0.4692.99 Safari/537.36 Edg/97.0.1072.69"
"25/01/2022/17:41:50",59704686,"25_18_56_63_51_29_23_48_13_49_03_36_26_11_15_35_01_59_31_54_12_20_30_53_02_",3,1950,"woman","PhD.","right","right","shortsighted",1600,789,1600,900,24,"Win32","sk-SK","Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML like Gecko) Chrome/97.0.4692.99 Safari/537.36"
"25/01/2022/20:44:32",15374836,"26_08_54_40_09_36_19_04_47_52_58_33_55_49_06_48_39_29_12_53_43_13_28_30_56_",2,1980,"woman","Mgr.","right","right",NA,1366,653,1366,768,24,"Win32","en-US","Mozilla/5.0 (Windows NT 10.0 Win64 x64 rv:96.0) Gecko/20100101 Firefox/96.0"
"25/01/2022/21:00:08",61560983,"30_50_33_23_14_17_05_61_08_18_01_47_22_04_49_21_52_55_62_46_20_12_36_58_31_",2,1995,"woman","Bc.","right","right",NA,1536,754,1536,864,24,"Win32","sk-SK","Mozilla/5.0 (Windows NT 10.0 Win64 x64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/97.0.4692.71 Safari/537.36"
"26/01/2022/07:40:49",79334149,"34_46_47_30_25_01_24_02_58_20_60_14_12_56_17_53_42_59_09_50_06_28_62_39_04_",2,1983,"woman","Mgr.","right","right",NA,1920,969,1920,1080,24,"Win32","sk","Mozilla/5.0 (Windows NT 10.0 Win64 x64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/97.0.4692.99 Safari/537.36 Edg/97.0.1072.69"
"26/01/2022/07:46:36",33798348,"41_39_04_09_63_33_29_05_31_38_15_02_43_10_49_20_18_45_55_27_22_16_23_59_58_",2,1985,"man","Mgr.","right","right","shortsightedness",1366,657,1366,768,24,"Win32","sk","Mozilla/5.0 (Windows NT 10.0 Win64 x64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/97.0.4692.99 Safari/537.36 Edg/97.0.1072.69"
"26/01/2022/08:07:25",62957132,"31_35_41_26_25_32_27_20_02_07_22_23_52_61_10_08_18_09_30_45_46_63_13_38_37_",2,1981,"woman","Mgr.","right","right",NA,1536,754,1536,864,24,"Win32","sk","Mozilla/5.0 (Windows NT 10.0 Win64 x64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/97.0.4692.99 Safari/537.36 Edg/97.0.1072.69"
"26/01/2022/09:06:25",17066130,"38_58_28_18_34_63_49_10_62_12_42_37_23_43_33_17_13_51_29_06_14_04_11_07_30_",2,1963,"man","Mgr.","right","right","farsightedness",1633,881,1920,1200,24,"Win32","sk","Mozilla/5.0 (Windows NT 10.0 Win64 x64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/97.0.4692.99 Safari/537.36 Edg/97.0.1072.69"
"26/01/2022/09:36:31",17951870,"28_41_32_06_25_16_46_14_13_59_35_27_26_23_49_36_54_04_24_53_48_18_40_62_03_",2,1974,"woman","PhD.","right","right","shortsightedness",1920,1057,1920,1200,24,"Win32","sk-SK","Mozilla/5.0 (Windows NT 10.0 Win64 x64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/97.0.4692.71 Safari/537.36"
"26/01/2022/09:52:47",19112489,"33_45_01_62_54_55_02_58_52_53_18_08_11_43_57_22_17_46_37_03_40_35_19_63_34_",2,1970,"man","PhD.","right","right",NA,1242,632,1366,768,24,"Win32","sk","Mozilla/5.0 (Windows NT 6.1 Win64 x64 rv:96.0) Gecko/20100101 Firefox/96.0"
"26/01/2022/10:37:25",82069165,"58_50_18_38_45_49_51_15_26_54_39_11_07_05_09_32_46_08_13_62_42_40_37_55_31_",2,1968,"woman","Mgr.","right","right","shortsighedness",1278,640,1536,864,24,"Win32","sk-SK","Mozilla/5.0 (Windows NT 10.0 Win64 x64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/97.0.4692.71 Safari/537.36"
"26/01/2022/10:40:44",28535485,"57_39_60_38_16_40_46_37_05_55_21_28_31_54_06_47_23_15_02_11_10_61_12_25_03_",2,1990,"man","PhD.","left","left",NA,1920,1089,1920,1200,24,"Win32","sk-SK","Mozilla/5.0 (Windows NT 10.0 Win64 x64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/97.0.4692.99 Safari/537.36"
"26/01/2022/10:51:05",34011638,"23_14_03_16_37_45_56_15_51_17_38_05_40_54_62_55_31_29_49_22_08_33_46_50_42_",2,1972,"man","Mgr.","right","right","shortsightedness",1920,975,1920,1080,24,"Win32","sk-SK","Mozilla/5.0 (Windows NT 10.0 Win64 x64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/97.0.4692.99 Safari/537.36"
"26/01/2022/10:55:21",97967483,"33_41_04_40_57_30_20_59_02_09_56_07_14_60_19_35_28_42_46_26_36_52_10_08_06_",2,1961,"woman","Mgr.","right","right",NA,1128,575,1128,705,24,"Win32","sk-SK","Mozilla/5.0 (Windows NT 10.0 Win64 x64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/97.0.4692.99 Safari/537.36"
"26/01/2022/11:10:24",32572259,"60_36_49_63_38_41_48_06_47_13_37_30_26_09_21_08_61_04_19_43_35_62_42_05_57_",2,1986,"man","Mgr.","right","right",NA,1536,754,1536,864,24,"Win32","sk","Mozilla/5.0 (Windows NT 10.0 Win64 x64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/97.0.4692.99 Safari/537.36 Edg/97.0.1072.69"
"26/01/2022/11:45:08",89702909,"24_50_19_16_55_15_60_07_09_21_33_04_44_38_43_63_06_10_35_53_25_05_12_52_57_",2,1971,"man","Mgr.","right","right",NA,1920,1009,1920,1080,24,"Win32","sk","Mozilla/5.0 (Windows NT 6.1 Win64 x64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/97.0.4692.99 Safari/537.36 Edg/97.0.1072.69"
"26/01/2022/11:59:38",97695786,"59_02_08_53_05_45_06_03_33_23_35_56_60_26_16_04_12_09_15_40_41_54_18_52_46_",2,1995,"man","Bc.","right","right",NA,1366,625,1366,768,24,"Win32","sk-SK","Mozilla/5.0 (Windows NT 10.0 Win64 x64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/97.0.4692.99 Safari/537.36"
"26/01/2022/12:31:02",89142695,"42_49_10_59_47_01_11_46_62_16_31_05_40_27_08_17_34_43_22_45_54_39_60_58_18_",2,1983,"woman","Mgr.","right","right",NA,1280,609,1280,720,24,"Win32","en-US","Mozilla/5.0 (Windows NT 10.0 Win64 x64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/97.0.4692.99 Safari/537.36"
"26/01/2022/12:31:54",56492382,"36_55_03_11_33_60_35_58_15_49_57_10_22_43_59_41_17_30_48_13_28_26_06_42_53_",3,1974,"man","Mgr.","right","right",NA,1920,937,1920,1080,24,"Win32","sk","Mozilla/5.0 (Windows NT 10.0 Win64 x64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/97.0.4692.99 Safari/537.36"
"26/01/2022/14:53:04",65721340,"56_04_49_09_12_03_41_46_23_31_08_29_55_62_42_11_15_13_33_25_47_61_18_50_35_",2,1960,"woman","secondary education","right","right",NA,1920,969,1920,1080,24,"Win32","sk","Mozilla/5.0 (Windows NT 10.0 Win64 x64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/97.0.4692.99 Safari/537.36 Edg/97.0.1072.69"
"26/01/2022/15:12:07",79286927,"30_04_10_01_43_42_06_18_33_60_49_61_03_51_15_62_22_53_41_08_47_26_16_48_20_",2,2001,"man","secondary education","right","right","Color-blindness",1280,609,1280,720,24,"Win32","en-US","Mozilla/5.0 (Windows NT 10.0 Win64 x64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/97.0.4692.99 Safari/537.36"
"26/01/2022/18:10:50",21234995,"39_40_05_36_31_26_58_35_45_02_50_07_17_41_57_47_49_56_59_10_01_16_14_34_13_",2,2004,"man","secondary education","right","left","short-sighted",1366,657,1366,768,24,"Win32","sk-SK","Mozilla/5.0 (Windows NT 10.0 Win64 x64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/97.0.4692.71 Safari/537.36"
"26/01/2022/19:32:45",81223468,"26_53_54_47_35_06_40_39_02_15_28_04_57_63_55_13_32_59_10_11_43_12_08_52_36_",2,1972,"woman","Mgr.","right","right",NA,2560,1440,2560,1440,24,"Win32","sk-SK","Mozilla/5.0 (Windows NT 10.0 Win64 x64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/97.0.4692.99 Safari/537.36"
"27/01/2022/11:51:54",93978667,"62_02_28_37_07_11_55_23_61_09_25_43_29_19_39_36_38_10_47_01_22_26_50_51_31_",2,1985,"woman","Mgr.","right","right",NA,1536,754,1536,864,24,"Win32","sk-SK","Mozilla/5.0 (Windows NT 10.0 Win64 x64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/97.0.4692.99 Safari/537.36"
"28/01/2022/09:03:36",22385026,"04_21_25_03_16_41_40_23_14_08_33_24_27_17_59_44_50_12_45_53_62_28_34_26_10_",2,1967,"man","Mgr.","right","right","shortsightedness",2560,1297,2560,1440,24,"Linux x86_64","en-US","Mozilla/5.0 (X11 Ubuntu Linux x86_64 rv:96.0) Gecko/20100101 Firefox/96.0"
"28/01/2022/11:03:32",19415372,"34_01_18_27_31_25_20_15_55_40_06_30_17_48_26_42_49_59_53_03_47_28_45_35_05_",2,1981,"man","Mgr.","right","right",NA,1440,751,1440,900,30,"MacIntel","sk-SK","Mozilla/5.0 (Macintosh Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML like Gecko) Chrome/97.0.4692.99 Safari/537.36"
"28/01/2022/13:18:44",24635816,"53_58_25_38_06_49_36_20_11_21_16_22_33_05_41_47_19_31_27_12_03_23_35_59_46_",10,2001,"woman","secondary education","right","right","Astigmatism",1536,754,1536,864,24,"Win32","nl-BE","Mozilla/5.0 (Windows NT 10.0 Win64 x64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/97.0.4692.99 Safari/537.36"
"28/01/2022/22:30:12",43457371,"43_62_59_42_50_16_14_09_39_46_32_17_01_24_10_29_53_07_34_15_57_04_56_27_30_",2,1991,"man","Mgr.","right","right",NA,2133,1041,1920,1080,24,"Win32","cs-CZ","Mozilla/5.0 (Windows NT 10.0 Win64 x64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/97.0.4692.99 Safari/537.36"
"28/01/2022/23:42:29",83108328,"44_22_09_45_46_01_61_63_31_29_02_48_41_05_58_32_12_15_25_33_55_26_39_56_53_",2,1992,"woman","Mgr.","right","right","shortsightedness. astigmatism",1920,912,1920,1080,24,"Win32","es-ES","Mozilla/5.0 (Windows NT 10.0 Win64 x64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/96.0.4664.93 Safari/537.36"
"30/01/2022/08:23:25",80052193,"44_06_51_19_63_58_60_53_31_54_37_45_23_15_08_21_56_48_12_04_25_17_46_09_43_",2,1988,"man","Mgr.","right","right",NA,1266,625,1280,800,24,"MacIntel","nl","Mozilla/5.0 (Macintosh Intel Mac OS X 10.15 rv:96.0) Gecko/20100101 Firefox/96.0"
"30/01/2022/16:54:58",40515,"52_09_27_57_56_50_58_32_29_04_03_15_54_01_08_31_42_13_46_60_49_12_53_16_55_",8,1998,"woman","Bc.","right","right",NA,1128,641,1128,752,24,"Win32","nl","Mozilla/5.0 (Windows NT 10.0 Win64 x64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/97.0.4692.99 Safari/537.36 Edg/97.0.1072.69"
"31/01/2022/21:11:19",65124098,"36_17_24_58_38_56_34_18_33_63_50_06_42_45_29_40_44_39_16_13_01_62_27_15_08_",2,1991,"woman","Mgr.","right","right","shortsightedness",1904,952,1920,1080,24,"Win32","en-US","Mozilla/5.0 (Windows NT 10.0 Win64 x64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/97.0.4692.99 Safari/537.36"
"31/01/2022/21:22:21",36508204,"57_17_41_48_52_21_53_30_16_12_28_25_43_60_09_34_36_19_56_26_29_06_08_23_32_",2,1991,"man","Mgr.","right","right",NA,1920,969,1920,1080,24,"Win32","en-US","Mozilla/5.0 (Windows NT 10.0 Win64 x64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/97.0.4692.99 Safari/537.36"
"01/02/2022/10:11:48",72381198,"27_62_53_39_35_05_36_46_37_02_38_07_30_48_19_08_43_42_26_23_09_13_63_12_55_",16,2001,"man","secondary education","right","right",NA,1920,961,1920,1080,24,"Win32","nl","Mozilla/5.0 (Windows NT 10.0 Win64 x64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/97.0.4692.99 Safari/537.36 Edg/97.0.1072.76"
"01/02/2022/10:29:15",83548361,"19_39_20_63_49_47_24_48_61_22_29_34_41_09_11_38_43_23_16_56_60_37_08_52_02_",2,1989,"man","PhD.","right","right","slight shortsightedness",1579,932,1920,1080,24,"Linux x86_64","en-US","Mozilla/5.0 (X11 Fedora Linux x86_64 rv:96.0) Gecko/20100101 Firefox/96.0"
"02/02/2022/08:53:23",6821239,"51_09_30_24_44_03_63_46_11_50_59_12_13_38_26_37_01_19_16_39_47_18_07_23_34_",2,1986,"woman","Mgr.","right","right",NA,1536,722,1536,864,24,"Win32","sk-SK","Mozilla/5.0 (Windows NT 10.0 Win64 x64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/97.0.4692.99 Safari/537.36"
"02/02/2022/14:37:33",91869983,"16_24_12_45_37_41_05_54_31_44_29_55_49_61_26_17_20_19_56_35_53_06_11_40_47_",2,1986,"man","Mgr.","right","right","Farbocit. porušený makulárny nerv",1920,937,1920,1080,24,"Win32","sk-SK","Mozilla/5.0 (Windows NT 10.0 Win64 x64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/97.0.4692.99 Safari/537.36"
"03/02/2022/10:21:53",12811472,"11_09_27_14_42_02_47_39_56_52_46_45_55_22_17_23_25_35_29_40_63_57_24_50_28_",2,2000,"man","secondary education","right","right",NA,1536,722,1536,864,24,"Win32","sk-SK","Mozilla/5.0 (Windows NT 10.0 Win64 x64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/97.0.4692.99 Safari/537.36"
"03/02/2022/11:35:47",15876264,"25_28_40_49_45_54_37_24_55_13_32_07_21_38_30_51_44_34_50_43_08_15_19_41_46_",2,1984,"man","PhD.","right","right","shortsightedness",1920,930,1920,1080,24,"Linux x86_64","en-US","Mozilla/5.0 (X11 Linux x86_64 rv:91.0) Gecko/20100101 Firefox/91.0"
"03/02/2022/14:12:36",17731258,"56_03_12_42_20_36_16_62_21_32_59_39_52_08_58_35_31_63_14_50_28_27_41_51_30_",2,1957,"woman","PhD.","right","right",NA,845,927,1920,1080,24,"Win32","sk","Mozilla/5.0 (Windows NT 10.0 Win64 x64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/97.0.4692.99 Safari/537.36 Edg/97.0.1072.76"
"03/02/2022/15:04:11",61536991,"60_05_42_48_59_39_44_03_11_26_49_24_32_57_06_55_52_13_18_21_29_41_36_63_12_",2,1967,"woman","PhD.","right","right",NA,1920,937,1920,1080,24,"Win32","sk-SK","Mozilla/5.0 (Windows NT 10.0 Win64 x64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/97.0.4692.99 Safari/537.36"
"03/02/2022/16:13:28",68202092,"62_54_63_58_01_11_17_33_53_42_39_02_35_14_28_38_36_15_20_26_60_06_12_18_51_",2,1995,"woman","Bc.","right","right","shortsightedness (-2.-1.5). but wearing glassess during experiment.",1536,714,1536,864,24,"Win32","cs-CZ","Mozilla/5.0 (Windows NT 10.0 Win64 x64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/97.0.4692.99 Safari/537.36"
"04/02/2022/09:50:15",86414082,"48_52_54_42_10_50_60_09_34_58_57_35_38_20_63_11_46_16_36_55_24_43_30_26_40_",2,1971,"woman","Mgr.","right","right","shortsightedness",1522,738,1536,864,24,"Win32","cs-CZ","Mozilla/5.0 (Windows NT 10.0 Win64 x64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/97.0.4692.99 Safari/537.36"
"04/02/2022/10:54:41",94596556,"51_57_30_03_34_32_58_35_18_63_31_54_39_29_07_47_28_45_12_09_37_55_14_23_52_",2,1994,"woman","Mgr.","right","right",NA,1536,754,1536,864,24,"Win32","en-US","Mozilla/5.0 (Windows NT 10.0 Win64 x64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/97.0.4692.99 Safari/537.36"
"06/02/2022/17:05:16",90445808,"11_42_08_50_22_06_54_38_29_10_13_44_09_19_63_43_07_21_24_18_17_41_34_28_40_",2,1956,"woman","Mgr.","right","right","shortsightedness. farsightedness",1440,707,1440,900,30,"MacIntel","sk-SK","Mozilla/5.0 (Macintosh Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML like Gecko) Chrome/97.0.4692.71 Safari/537.36"
"06/02/2022/17:12:16",95458227,"25_42_43_12_15_22_13_30_21_16_06_48_50_09_60_05_58_61_07_47_33_04_51_08_26_",2,1962,"man","Mgr.","right","right","Shortsightedness",1440,707,1440,900,30,"MacIntel","sk-SK","Mozilla/5.0 (Macintosh Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML like Gecko) Chrome/97.0.4692.71 Safari/537.36"
"08/02/2022/15:13:04",25276311,"48_33_61_08_60_39_23_25_44_41_54_55_51_26_52_19_09_62_07_63_21_30_56_45_59_",2,1996,"man","Mgr.","left","right","very mild shortsightedness on a right eye",2317,1287,2560,1440,24,"Win32","cs","Mozilla/5.0 (Windows NT 10.0 Win64 x64 rv:96.0) Gecko/20100101 Firefox/96.0"
"11/02/2022/09:31:48",5768481,"22_21_05_55_56_39_25_42_58_53_36_54_61_57_48_17_09_13_62_45_49_63_40_32_15_",2,1970,"man","PhD.","right","right","Shortsightness",1600,721,1600,900,24,"Linux x86_64","en-US","Mozilla/5.0 (X11 Linux x86_64 rv:91.0) Gecko/20100101 Firefox/91.0"
"12/02/2022/11:52:16",60779503,"11_51_53_06_34_03_14_50_27_15_13_44_62_60_61_36_28_55_40_12_02_37_04_57_24_",2,1965,"woman","PhD.","right","right","Farsightedness",1280,577,1280,720,24,"Win32","sk-SK","Mozilla/5.0 (Windows NT 10.0 Win64 x64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/98.0.4758.82 Safari/537.36"
"13/02/2022/00:45:38",51250009,"20_09_51_25_06_05_48_18_08_19_26_31_57_54_30_62_60_13_27_63_29_49_14_35_33_",3,1999,"man","secondary education","right","right",NA,1536,722,1536,864,24,"Win32","cs-CZ","Mozilla/5.0 (Windows NT 10.0 Win64 x64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/98.0.4758.82 Safari/537.36"
"21/02/2022/20:54:41",6362460,"48_27_36_09_29_26_46_55_50_45_30_42_03_51_60_34_14_38_28_06_22_04_63_32_23_",2,1992,"man","Mgr.","right","right",NA,1536,739,1536,864,24,"Win32","fr","Mozilla/5.0 (Windows NT 10.0 Win64 x64 rv:91.0) Gecko/20100101 Firefox/91.0"
